"word","borrowing","phonology","phonlength","AoA","AoA_obj","subtlexzipf","conc","cat","source","source.language","source.word","source.language.mean.word.length","source.language.word.freq","source.word.length","age_oldest","age_youngest","age_oldest_num","age_youngest_num","age","effect","ids.code","modern.english","middle.english","old.english","old.english.length"
"have",5,"h{v",3,"3.72",2,"6.90","2.18","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Indo-European","Proto-Indo-European","6000","6000","Proto-Indo-European","","11-110","have","haven","habban",6
"dare",5,"d8R",3,"6.63",2,"4.40","2.28","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Indo-European","Proto-Indo-European","6000","6000","Proto-Indo-European","","16-510","dare","durren","neÌ„Î¸an",5
"sow",5,"s5",2,"9.67",6,"3.62","4.04","Verb","None","English",NA,3.45098039215686,0.142987132676069,2,"Proto-Indo-European","Proto-Indo-European","6000","6000","Proto-Indo-European","","8-310","sow","souen","saÌ„wan",5
"hang",5,"h{N",3,"6.68",2,"4.99","3.70","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Indo-European","Proto-Indo-European","6000","6000","Proto-Indo-European","","9-341","hang up","hongen up","onhoÌ„n",5
"lick",5,"lIk",3,"4.30",2,"3.86","4.52","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Indo-European","Proto-Indo-European","6000","6000","Proto-Indo-European","","4-590","lick","likken","liccian",7
"weave",5,"wiv",3,"9.89",4,"3.60","4.20","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Indo-European","Proto-Indo-European","6000","6000","Proto-Indo-European","","9-750","weave","breiden","wefan",5
"laugh",5,"l#f",3,"3.79",2,"4.77","4.21","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Indo-European","Proto-Indo-European","6000","6000","Proto-Indo-European","","16-250","laugh","laughen","hliehhan",8
"go",5,"g5",2,"3.37",2,"6.43","3.15","Verb","None","English",NA,3.45098039215686,0.142987132676069,2,"Proto-Indo-European","Proto-Indo-European","6000","6000","Proto-Indo-European","","10-470","go","gon","gangan",6
"bore",5,"b$R",3,"8.91",2,"3.76","2.96","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Indo-European","Proto-Indo-European","6000","6000","Proto-Indo-European","","9-460","bore","boren","borian",6
"elk",5,"Elk",3,"7.05",6,"3.16","4.93","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Indo-European","Proto-Indo-European","6000","6000","Proto-Indo-European","","","","","",NA
"bite",5,"b2t",3,"3.58",2,"4.45","4.44","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Indo-European","Proto-Indo-European","6000","6000","Proto-Indo-European","","4-580","bite","biten","biÌ„tan",5
"born",5,"b$n",3,"4.68",2,"5.05","3.22","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Indo-European","Proto-Indo-European","6000","6000","Proto-Indo-European","","4-720","born","beren","beran",5
"thatch",5,"T{J",3,"10.72",6,"3.21","3.83","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Indo-European","Proto-Indo-European","6000","6000","Proto-Indo-European","","7-520","thatch","thach-e","Î¸Ã_c",3
"feel",5,"fil",3,"5.11",2,"5.73","2.28","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Indo-European","Proto-Indo-European","6000","6000","Proto-Indo-European","","15-720","feel","felen","feÌ„lan",5
"broken",5,"br5k@n",6,"#N/A",2,"4.86","4.11","Verb","None","English",NA,3.45098039215686,0.00953247551173794,6,"Proto-Indo-European","Proto-Indo-European","6000","6000","Proto-Indo-European","","9-261","broken","broken","brocen",6
"hide",5,"h2d",3,"4.47",2,"4.66","3.21","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Indo-European","Proto-Indo-European","6000","6000","Proto-Indo-European","","12-270","hide","hiden","hyÌ„dan",5
"seek",5,"sik",3,"6.94",4,"4.39","2.68","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Indo-European","Proto-Indo-European","6000","6000","Proto-Indo-European","","11-310","seek","sechen","seÌ„can",5
"sneeze",5,"sniz",4,"4.17",2,"3.47","4.03","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Indo-European","Proto-Indo-European","6000","6000","Proto-Indo-European","","4-540","sneeze","nesen","gefnesan",8
"leave",5,"liv",3,"5.58",2,"5.49","2.53","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Indo-European","Proto-Indo-European","6000","6000","Proto-Indo-European","","10-490","go away","gon awei","wiÌ„tan",5
"tear",5,"t8R",3,"4.89",2,"4.23","4.56","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Indo-European","Proto-Indo-European","6000","6000","Proto-Indo-European","","16-380","tear","ter-e","teÌ„ar",4
"break",5,"br1k",4,"5.30",2,"5.23","3.71","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Indo-European","Proto-Indo-European","6000","6000","Proto-Indo-European","","9-260","break","breken","brecan",6
"stall",5,"st$l",4,"7.75",4,"4.18","4.37","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Indo-European","Proto-Indo-European","6000","6000","Proto-Indo-European","","3-190","stable","stal-le","steall",6
"love",5,"lVv",3,"5.17",2,"5.88","2.07","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Indo-European","Proto-Indo-European","6000","6000","Proto-Indo-European","","16-270","love","loven","lufu",4
"dawn",4,"d$n",3,"7.00",4,"4.34","4.46","Noun","None","English",NA,3.45098039215686,0.390831495981255,3,"1599","1599","401","401","1599","","14-430","dawn","dauinge","dÃ_greÌ„d",6
"drum",4,"drVm",4,"4.63",2,"4.33","4.96","Noun","None","English",NA,3.45098039215686,0.32410416739909,4,"1541","1541","459","459","1541","","18-720","drum","drom","tunnebotm(?)",9
"monkey",4,"mVNkI",5,"4.21",2,"4.38","4.90","Noun","None","English",NA,3.45098039215686,0.0953247551173794,5,"1530","1530","470","470","1530","","3-760","monkey","ape","apa",3
"stab",4,"st{b",4,"6.40",4,"3.87","4.07","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"1530","1530","470","470","1530","","9-223","stab","stabben","stician",7
"booty",4,"butI",4,"9.68",12,"3.57","4.36","Noun","French contact","French","butin",3.5,0.134541280442127,5,"1474","1474","526","526","1474","No information","20-480","booty","boti","reÌ„af",4
"paddle",4,"p{dP",4,"6.58",4,"3.73","4.80","Noun","Latin contact","Late Latin","padela",4.83333333333333,0.214106394688577,6,"1407","1407","593","593","1407","No information","10-851","paddle","","",NA
"blister",4,"blIst@R",7,"6.74",4,"2.97","4.71","Noun","French contact","French (Anglo-Norman)","blestre",3.5,0.00961009148863515,7,"1300","1300","700","700","1300","No information","4-855","blister","blister","blegen",6
"boy",4,"b4",2,"3.67",2,"5.28","4.76","Noun","None","English",NA,3.45098039215686,0.142987132676069,2,"1300","1300","700","700","1300","","2-250","boy","knave","cnapa",5
"pick",4,"pIk",3,"5.26",2,"5.16","3.82","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"1250","1250","750","750","1250","","12-212","pick","piken","gaderian",8
"baby",4,"b1bI",4,"3.84",2,"5.29","5.00","Noun","Welsh contact","Welsh","baban",4.35714285714286,0.294117647058824,5,"1230","1230","770","770","1230","Coexistence","2-280","infant","infaunt-e","cild",4
"trap",4,"tr{p",4,"6.44",2,"4.22","4.30","Noun","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","20-650","trap","trappen","begrynian",9
"rat",4,"r{t",3,"5.11",2,"4.23","4.85","Noun","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","3-630","mouse","mous","muÌ„s",3
"beer",4,"b7R",3,"6.11",4,"4.47","4.88","Noun","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","5-930","beer","ber","beÌ„or",4
"wrong",4,"rQN",3,"4.22",2,"5.58","1.83","Adjective","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","16-740","wrong","wrong","wrang",5
"cliff",4,"klIf",4,"7.28",4,"4.37","4.71","Noun","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","1-222","cliff","clif","clif",4
"larch",4,"l#J",3,"13.64",14,"2.60","#N/A","Noun","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","","","","",NA
"boat",4,"b5t",3,"3.84",2,"4.89","4.93","Noun","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","10-830","boat","bot","baÌ„t",3
"spade",4,"sp1d",4,"8.11",4,"3.59","4.46","Noun","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","8-230","spade","spade","spadu",5
"choose",4,"Juz",3,"4.74",2,"4.92","2.62","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Indo-European","Proto-Indo-European","6000","6000","Proto-Indo-European","","16-622","choose","chesen","ceÌ„osan",6
"brake",3,"br1k",4,"5.95",2,"3.84","4.44","Noun","French contact","French","braquer",3.5,0.0096100914601519,7,"1772","1772","228","228","1772","Insertion","","","","",NA
"outrigger",3,"6trIg@R",7,"11.41",10,"1.70","#N/A","Noun","None","Unidentified","Unidentifiable",NA,NA,14,"1748","1748","252","252","1748","Insertion","10-832","outrigger","","",NA
"shriek",3,"Srik",4,"8.94",6,"2.78","3.97","Noun","Old Norse contact","Old Norse","skr√¶kja",4.2093023255814,0.0192299424020115,7,"1577","1577","423","423","1577","Coexistence","18-180","shriek","shriken","giellan",7
"mud",3,"mVd",3,"4.05",2,"4.37","4.86","Noun","Dutch or Middle Low German contact","Dutch","modde",3.63636363636364,0.15850374800074,5,"1400","1400","600","600","1400","Replacement","1-214","mud","mud-de","waÌ„se",4
"rabbit",3,"r{bIt",5,"3.94",2,"4.39","4.93","Noun","dialectal French contact","French (Walloon)","robett",4.11764705882353,0.0526315789473684,6,"1398","1398","602","602","1398","Replacement","3-614","rabbit","rabet","hara",4
"crouch",3,"kr6J",4,"8.50",6,"3.35","4.27","Noun","French contact","French (Anglo-Norman)","crochir",3.5,0.00961009148863515,7,"1394","1394","606","606","1394","No information","10-413","crouch","crouchen","",NA
"rub",3,"rVb",3,"6.00",4,"4.08","4.33","Verb","Middle Low German contact","Middle Low German","rubben",3.55357142857143,0.0356178187470581,6,"1377","1377","623","623","1377","Replacement","9-310","rub","gniden","gniÌ„dan",6
"gun",3,"gVn",3,"5.58",2,"4.60","4.83","Noun","Old Norse contact","Old Norse","Gunhild",4.2093023255814,0.0192299424020115,7,"1339","1339","661","661","1339","Insertion","20-280","gun","gonne","",NA
"shrimp",3,"SrImp",5,"7.11",4,"3.63","4.80","Noun","German contact","Middle High German","schrimpen",3.59183673469388,0.00017365818121195,9,"1327","1327","673","673","1327","No information","","","","",NA
"mumble",3,"mVmbP",5,"7.15",4,"2.58","3.69","Verb","Dutch or Middle Low German contact","Middle Low German","mummelen",3.55357142857143,0.00270107508237415,8,"1325","1325","675","675","1325","No information","18-160","mumble","momelen","clumian",7
"blink",3,"blINk",5,"5.63",2,"3.74","4.39","Verb","Dutch contact","Dutch","blenken",3.63636363636364,0.00353147356954063,7,"1303","1303","697","697","1303","No information","4-215","blink","blenchen","beprenan",8
"big",3,"bIg",3,"2.89",2,"5.94","3.66","Adjective","None","English",NA,3.45098039215686,0.390831495981255,3,"1300","1300","700","700","1300","","12-550","large","muchel","micel",5
"crawl",3,"kr$l",4,"3.89",2,"3.73","4.27","Verb","Old Norse contact","Old Norse","krafla",4.2093023255814,0.038459884804023,6,"1300","1300","700","700","1300","No information","10-410","creep","crepen","creÌ„opan",7
"skull",3,"skVl",4,"6.33",2,"4.04","4.83","Noun","Old Norse contact","Old Norse","skoltr",4.2093023255814,0.038459884804023,6,"1290","1290","710","710","1290","Replacement","4-202","skull","scul-le","heÌ„afodpanne",11
"war",3,"w$R",3,"7.67",2,"5.34","3.63","Noun","French contact","French (Anglo-Norman)","guerre",3.5,0.0288302744659055,6,"1154","1154","846","846","1154","Replacement","20-130","war","wer-re","wig",3
"potter",3,"pQt@R",5,"8.45",6,"4.15","4.12","Noun","Latin to Germanic","Latin","pottus",4.83333333333333,0.207542493517048,6,"1100","1100","900","900","1100","No information","9-710","potter","potter-e","crocwyrhta",10
"Thursday",3,"T3zdI",5,"#N/A",2,"4.51","3.03","Name","Old Norse contact","Old Norse","Th√≥rsdagr",4.2093023255814,4.21872140489237e-05,9,"1000","1000","1000","1000","1000","Replacement","14-660","Thursday","Thures-dai","Î¸unresdÃ_g",9
"cock",3,"kQk",3,"11.32",4,"3.98","4.79","Noun","French contact","French","coq",3.5,0.259472469424101,3,"897","897","1103","1103","897","Insertion","3-520","cock","cok","hana",4
"path",3,"p#T",3,"6.11",2,"4.48","4.41","Noun","None","Unidentified","Unidentifiable",NA,NA,14,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","10-720","path","path","stiÌ„g",4
"again",3,"@gEn",4,"5.78",2,"5.84","2.00","Adverb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","14-350","again","ayen","eft",3
"knife",3,"n2f",3,"4.15",2,"4.49","4.90","Noun","Old Norse contact","Old Norse","knifr",4.2093023255814,0.192299424020115,5,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","Replacement","9-230","knife","knif","seax",4
"whale",3,"w1l",3,"5.47",4,"4.14","4.96","Noun","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","3-663","whale","whal","hran",4
"soap",3,"s5p",3,"3.17",2,"4.10","4.93","Noun","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic","","6-950","soap","sope","saÌ„pe",4
"cat",3,"k{t",3,"3.68",2,"4.83","4.86","Noun","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-Germanic","Proto-Germanic","2500","2500","Proto-Germanic"," Celtic","3-620","cat","cat","catte",5
"trousers",2,"tr6z@z",6,"7.89",6,"4.24","4.93","Noun","Scottish Gaelic contact","Gaelic (Scottish)","triubhas",4.84782608695652,0.0217391304347826,8,"1681","1681","319","319","1681","Replacement","6-480","trousers","brech","breÌ„c",4
"slip",2,"slIp",4,"6.17",2,"4.33","4.10","Verb","Dutch contact","Dutch","slippen",3.63636363636364,0.00353147356954063,7,"1667","1667","333","333","1667","No information","10-420","slide","sliden","sliÌ„dan",6
"swamp",2,"swQmp",5,"7.95",2,"3.51","4.96","Noun","Dutch or Middle Low German contact","Middle Low German","swampen",3.55357142857143,0.0356178187470581,7,"1624","1624","376","376","1624","Coexistence","1-380","swamp","mareis","fenn",4
"astonished",2,"@stQnISt",8,"10.58",NA,"3.42","2.15","Adjective","French contact","French (Anglo-Norman)","estoner",3.5,0.00961009148863515,7,"1576","1576","424","424","1576","Coexistence","16-150","surprised","wondred","aÌ„blycge(n)de",10
"rug",2,"rVg",3,"4.61",2,"3.57","4.79","Noun","Norwegian contact","Norwegian","rugga",4.55263157894737,0.102040816326531,5,"1558","1558","442","442","1558","No information","9-771","rug","tapet-e","ruÌ„wa",4
"lazy",2,"l1zI",4,"6.39",2,"4.07","2.67","Adjective","Middle Low German contact","Middle Low German","lasich",3.55357142857143,0.0356178187470581,6,"1549","1549","451","451","1549","Replacement","4-920","lazy","slothful","slaÌ„w",4
"parrot",2,"p{r@t",5,"5.58",2,"3.84","5.00","Noun","None","English",NA,3.45098039215686,0.0953247551173794,5,"1525","1525","475","475","1525","","3-592","parrot","psitak","hiÌ„ce(?)",4
"peg",2,"pEg",3,"6.83",6,"3.67","4.93","Noun","Dutch contact","Middle Dutch","pegge",3.63636363636364,0.159090909090909,5,"1440","1440","560","560","1440","Insertion","","","","",NA
"barter",2,"b#t@R",5,"10.72",12,"2.85","2.96","Verb","French contact","French","barater",3.5,0.0096100914601519,7,"1440","1440","560","560","1440","Coexistence","11-830","trade","mongen","mangian",7
"gill",2,"gIl",3,"7.39",2,"3.88","4.33","Noun","Old Norse contact","Old Norse","gil",4.2093023255814,0.288449136030173,3,"1388","1388","612","612","1388","No information","3-654","gill","gil-e","ciÌ„an",4
"scrape",2,"skr1p",5,"6.21",4,"3.61","4.15","Verb","Old Norse contact","Old Norse","skrapa",4.2093023255814,0.038459884804023,6,"1382","1382","618","618","1382","No information","5-480","scrape","scrapen","screpan",7
"nephew",2,"nEvju",5,"6.37",6,"3.81","4.48","Noun","French contact","French","neveu",3.5,0.134541280442127,5,"1325","1325","675","675","1325","Insertion","2-530","nephew","neve","nefa",4
"dig",2,"dIg",3,"4.19",2,"4.44","4.33","Verb","French contact","French","diguer",3.5,0.0288302743804557,6,"1320","1320","680","680","1320","No information","8-220","dig","graven","grafan",6
"rag",2,"r{g",3,"5.22",2,"3.59","4.67","Noun","Old Norse contact","Old Norse","ragg",4.2093023255814,0.403828790442242,4,"1310","1310","690","690","1310","Coexistence","6-810","handkerchief","kercher","fihl",4
"sling",2,"slIN",4,"8.67",4,"3.34","4.52","Noun","Dutch or Middle Low German contact","Dutch","slinge",3.63636363636364,0.0452867851430684,6,"1300","1300","700","700","1300","Insertion","20-230","sling","sling-e","liÎ¸ere",6
"bat",2,"b{t",3,"4.85",2,"4.30","5.00","Noun","Scandinavian contact","Middle North Germanic","bakka",3.59183673469388,0.209302325581395,5,"1300","1300","700","700","1300","No information","3-591","bat","bakke","cwelderÃ_Ì„de",10
"shore",2,"S$R",3,"6.93",2,"4.12","4.79","Noun","Dutch or Middle Low German contact","Dutch","sch√¥re",3.63636363636364,0.0452867851430684,6,"1300","1300","700","700","1300","Replacement","1-270","shore","strond-e","strand",6
"smile",2,"sm2l",4,"3.51",2,"4.71","4.50","Noun","Middle Low German contact","Middle Low German","*smƒ´len",3.55357142857143,0.0356178187470581,7,"1300","1300","700","700","1300","Replacement","16-251","smile","smilen","smearcian",9
"bait",2,"b1t",3,"7.11",2,"3.70","4.45","Noun","Old Norse contact","Old Norse","beita",4.2093023255814,0.192299424020115,5,"1300","1300","700","700","1300","No information","20-560","bait","bait","Ã_Ì„s",2
